parking_segment_id,district_id,district_name,description,fare_description,has_charging_point,geometry_available,legal_answer_eligible,source_text_review_status,source_text_review_note
463,luzhu,Luzhu,南竹路一二段(桃園街-奉化路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
464,luzhu,Luzhu,光明路一二段(忠孝西路-中正路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
465,luzhu,Luzhu,南昌路(南竹路二段-南福街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
466,luzhu,Luzhu,中山路(南祥路-六福路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
467,luzhu,Luzhu,仁愛路(中山路-油管路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
468,luzhu,Luzhu,南山路一段(中正路-長榮路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
469,luzhu,Luzhu,長榮路(南崁路一段-南山路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
470,luzhu,Luzhu,榮安路(長榮路-長安路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
473,luzhu,Luzhu,民生北路(南華一街-民生北路一段468巷),"一般小型車格 週一至週五 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
474,luzhu,Luzhu,吉林路(中山路-仁愛路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
475,luzhu,Luzhu,錦溪路(南山路一段-長榮路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
478,luzhu,Luzhu,南工路一段(南崁路二段-長安橋),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
479,luzhu,Luzhu,六福路(南山路一段-中山路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
480,luzhu,Luzhu,中正北路(中正橋-南工路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
481,luzhu,Luzhu,長安路二段(東溪路-榮安路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
482,luzhu,Luzhu,南工路(富國路三段-中正北路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
483,luzhu,Luzhu,南山路三段(山外路-長興路二段),"一般小型車格 週一至週日 07:00~20:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
484,luzhu,Luzhu,南順七街(奉化路-南昌路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
486,luzhu,Luzhu,五福一路(仁愛路一段-六福路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
487,luzhu,Luzhu,東溪路(長安路二段-內溪路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
488,luzhu,Luzhu,上竹四街(大竹路-上竹路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
489,luzhu,Luzhu,上竹五街(大竹路-上竹路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
490,luzhu,Luzhu,愛國一路(上竹路-愛國一路87號對面),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
491,luzhu,Luzhu,長春路(吉林路-長春路7巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
492,luzhu,Luzhu,富國路三段(南工路-富國路三段1097號),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
493,luzhu,Luzhu,中興路(大竹路-中興路28巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
494,luzhu,Luzhu,長興路一段(六福路-六福路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
495,luzhu,Luzhu,福祿一街(五福一路-福祿五街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
496,luzhu,Luzhu,六福路2(長興路一段-中山路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
497,luzhu,Luzhu,南青路(南崁路二段-富國路三段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
498,luzhu,Luzhu,南崁路(機車)(立德街-南上路),"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
499,luzhu,Luzhu,錦溪路(機車)(南山路一段-長榮路),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49A,luzhu,Luzhu,南山路一段(機車)(中正路~長榮路-長榮路),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49B,luzhu,Luzhu,水汴二路(經國路-新南路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49C,luzhu,Luzhu,大新一街(大福路-大興十一街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49E,luzhu,Luzhu,桃園街(機車)(中正路-光復路),"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49F,luzhu,Luzhu,長安路二段(機車)(東溪路-榮安路),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49H,luzhu,Luzhu,南福街(機車)(忠孝西路-奉化路),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49I,luzhu,Luzhu,南山路三段(機車)(南山北路一段-南山路三段17巷),"機車車格 週一至週日 07:00~20:00收費 20元/次,",false,false,false,APPROVED_SOURCE_TEXT,
49J,luzhu,Luzhu,南昌路(機車)(南福街-南竹路二段),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49K,luzhu,Luzhu,忠孝西路(機車)(中正路-奉化路),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49L,luzhu,Luzhu,南上路(機車)(南崁路-南美街),"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49M,luzhu,Luzhu,中興路2(龍安街二段-合圳北路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49N,luzhu,Luzhu,仁愛路三段(中山路-仁愛路三段452巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49O,luzhu,Luzhu,吉林路176巷(吉林路-吉林路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49Q,luzhu,Luzhu,大福路211巷(大福路-大竹國民中學圍牆),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49R,luzhu,Luzhu,麗水巷(油管路一段-麗水巷底),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49S,luzhu,Luzhu,南竹路一段(機車)(中正路-南崁溪),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49T,luzhu,Luzhu,大福路(大興路-大竹路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49U,luzhu,Luzhu,興仁路(大福路-中興路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49V,luzhu,Luzhu,大新三街(大新路-大福路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49W,luzhu,Luzhu,新福街(大新路-新福街底),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49X,luzhu,Luzhu,南竹路二段(南竹路二段2巷-南竹路二段361巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49Y,luzhu,Luzhu,長安路二段2(榮安路-南山路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
49Z,luzhu,Luzhu,南竹路三段(南竹路二段361巷-富國路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A0,luzhu,Luzhu,中興三街(上興路-上興路74巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A1,luzhu,Luzhu,大興一街(興福街-大興路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A2,luzhu,Luzhu,大興十三街(大興路-大新三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A3,luzhu,Luzhu,南竹路五段(大竹路-上竹路200巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A4,luzhu,Luzhu,坑口路(機車)(坑?路-山?路),"機車車格 週一至週日 08:00~18:00收費 20元/次,",false,false,false,APPROVED_SOURCE_TEXT,
4A5,luzhu,Luzhu,坑口路(坑?路-山?路),"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A6,luzhu,Luzhu,上興路186巷(興福街-上興路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A7,luzhu,Luzhu,上興路187巷(上興路-大興八街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A8,luzhu,Luzhu,興福街(大興路227巷-中興四街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4A9,luzhu,Luzhu,長興路二段(長安路一段-南山路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
4AA,luzhu,Luzhu,機捷路二段999巷(機車)(機捷路二段-山鼻二路),"機車車格 週一至週五 08:00~18:00收費 20元/次,",false,false,false,APPROVED_SOURCE_TEXT,
