parking_segment_id,district_id,district_name,description,fare_description,has_charging_point,geometry_available,legal_answer_eligible,source_text_review_status,source_text_review_note
66Y,pingzhen,Pingzhen,龍慈路(龍岡路三段460巷-營德路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
66Z,pingzhen,Pingzhen,新富一街(中豐路-中豐路182巷),"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
670,pingzhen,Pingzhen,振平街(振中街-振平街139巷),"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
671,pingzhen,Pingzhen,新華路(平東路-新華路72巷),"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
672,pingzhen,Pingzhen,新華北路(平東路-平東路282巷),"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
673,pingzhen,Pingzhen,廣南路(新光路65巷-廣豐街福壽九巷),"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
674,pingzhen,Pingzhen,平東路573巷(平東路-平東路573巷80弄),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
675,pingzhen,Pingzhen,平東路(華安街-平東路573巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
676,pingzhen,Pingzhen,中豐路南勢二段460巷(中豐路南勢二段-天津街151巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
677,pingzhen,Pingzhen,洪圳停車場(快速路一段與快速路二段241巷交叉口-),"一般小型車格 週一至週五 08:00~18:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
678,pingzhen,Pingzhen,洪圳停車場(機車)(快速路一段與快速路二段241巷交叉口-),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
679,pingzhen,Pingzhen,原住民集會所停車場(快速路一段與快速路一段399巷交叉口-),"一般小型車格 週一至週五 08:00~18:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
67A,pingzhen,Pingzhen,平德停車場(快速路三段和平德路交叉口-),"一般小型車格 週一至週五 08:00~18:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
67B,pingzhen,Pingzhen,平德停車場(機車)(快速路三段和平德路交叉口-),"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,
