parking_segment_id,district_id,district_name,description,fare_description,has_charging_point,geometry_available,legal_answer_eligible,source_text_review_status,source_text_review_note
183,taoyuan-district,Taoyuan,成功路後(春日路-三民路巨蛋),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
184,taoyuan-district,Taoyuan,中正路1(慈文路-莊二街),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
185,taoyuan-district,Taoyuan,南平路(寶慶路-南平橋),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
186,taoyuan-district,Taoyuan,正光路(法治路-文中路),"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
187,taoyuan-district,Taoyuan,廈門街(正光路-民安路),"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
188,taoyuan-district,Taoyuan,同德六街(中正路-新埔六街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
189,taoyuan-district,Taoyuan,寶慶路(大興西路-莊敬路),"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
190,taoyuan-district,Taoyuan,三民路二(春日路-萬壽路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
192,taoyuan-district,Taoyuan,自強路(成功路-三民路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
193,taoyuan-district,Taoyuan,新埔六街(大興西路-南平路),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
194,taoyuan-district,Taoyuan,大有路(大興路-民光東路),"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
195,taoyuan-district,Taoyuan,守法路(法治路-廈門街),"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
196,taoyuan-district,Taoyuan,中山東路二(春日路-三民路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
197,taoyuan-district,Taoyuan,力行路(國際路二段-永安路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
198,taoyuan-district,Taoyuan,文中路(正光路-國際路),"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1A4,taoyuan-district,Taoyuan,文中路二(國際路二段-龍壽街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1A6,taoyuan-district,Taoyuan,德華街(文中路-國信街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1A7,taoyuan-district,Taoyuan,上海路(文中路-國強一街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1A8,taoyuan-district,Taoyuan,大興西路三段(文中路-大興西路三段723號),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1A9,taoyuan-district,Taoyuan,大業路(健行路-民光東路),"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AA,taoyuan-district,Taoyuan,同德五街(中正路-新埔六街),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AB,taoyuan-district,Taoyuan,國豐三街(國強一街-國豐三街90號),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AC,taoyuan-district,Taoyuan,國強八街(國豐三街-國豐六街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AD,taoyuan-district,Taoyuan,國強一街(龍安街-益壽八街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AE,taoyuan-district,Taoyuan,民光東路(春日路-大有路),"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AG,taoyuan-district,Taoyuan,天祥七街(新埔十街-經國路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AH,taoyuan-district,Taoyuan,新埔十街(莊敬路一段-天祥七街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AI,taoyuan-district,Taoyuan,德華街2(國強一街-國際路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AK,taoyuan-district,Taoyuan,莊敬路二段(寶慶路-富國路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AL,taoyuan-district,Taoyuan,莊一街(中正路-敬三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AM,taoyuan-district,Taoyuan,莊二街(同安街-敬三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AN,taoyuan-district,Taoyuan,公六街(三民路二段-新生路),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AO,taoyuan-district,Taoyuan,巨蛋園區-第三停車場(德育街-),"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AP,taoyuan-district,Taoyuan,巨蛋園區-第四停車場(德育街-),"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AQ,taoyuan-district,Taoyuan,巨蛋園區-第五停車場(德育街-),"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AR,taoyuan-district,Taoyuan,巨蛋園區-第六停車場(德育街-),"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AU,taoyuan-district,Taoyuan,大林路(桃鶯路-昆明路),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AV,taoyuan-district,Taoyuan,建國路(桃鶯路-昆明路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AW,taoyuan-district,Taoyuan,福吉一街(昆明路-延平路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AX,taoyuan-district,Taoyuan,福吉二街(福吉一街-福吉三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AY,taoyuan-district,Taoyuan,福吉三街(大林路-建國路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1AZ,taoyuan-district,Taoyuan,桃鶯路(大林路-建成街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1B0,taoyuan-district,Taoyuan,昆明路(大林路-建國路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1B1,taoyuan-district,Taoyuan,民族路橋橋下空間(建國路-介壽路6巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1B4,taoyuan-district,Taoyuan,桃鶯路橋下(一)(林森路-紹興街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1B7,taoyuan-district,Taoyuan,大興路(大有路-春日路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1B8,taoyuan-district,Taoyuan,江南二街(龍安街14巷-茄苳溪旁),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BC,taoyuan-district,Taoyuan,延平路(樹林一街-樹林二街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BD,taoyuan-district,Taoyuan,中平路(中山路-宏昌十三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BE,taoyuan-district,Taoyuan,信光路(正康二街-正康三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BR,taoyuan-district,Taoyuan,龍祥街(龍泉二街-龍泉六街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BT,taoyuan-district,Taoyuan,南通公園(南通路-五福三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BW,taoyuan-district,Taoyuan,正康二街(信光路-美光街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BX,taoyuan-district,Taoyuan,江南四街(上海路-茄苳溪旁),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1BZ,taoyuan-district,Taoyuan,大林路(機車)(桃鶯路-昆明路),"機車車格 週一至週日 08:00~18:00收費 20元/次,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CA,taoyuan-district,Taoyuan,中山東路126巷(中山東路-成功路二段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CB,taoyuan-district,Taoyuan,介壽路(保羅街-介新街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CC,taoyuan-district,Taoyuan,南豐三街(介壽路-南豐街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CD,taoyuan-district,Taoyuan,建新街(保羅街-長沙街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CE,taoyuan-district,Taoyuan,長沙街(介壽路-建新街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CF,taoyuan-district,Taoyuan,保羅街(介壽路-建新街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CG,taoyuan-district,Taoyuan,陽明十二街(長沙街-介新街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CH,taoyuan-district,Taoyuan,陽明五街(長沙街-介新街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CI,taoyuan-district,Taoyuan,介新街(介壽路-陽明五街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CJ,taoyuan-district,Taoyuan,正康三街115巷(大連一街-正康三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CK,taoyuan-district,Taoyuan,忠二路二巷(莒光街-中福街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CL,taoyuan-district,Taoyuan,大有路2(至善街-大有路786號),"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CM,taoyuan-district,Taoyuan,國豐五街(國強一街-國強八街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CN,taoyuan-district,Taoyuan,龍鳳三街(龍鳳三街65巷-龍鳳一街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CO,taoyuan-district,Taoyuan,龍泉五街(龍祥街-裕和街17巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CP,taoyuan-district,Taoyuan,龍泉六街(龍祥街-裕和街17巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CS,taoyuan-district,Taoyuan,中埔二街(大興西路二段-同德七街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CT,taoyuan-district,Taoyuan,同德七街(寶慶路-中埔二街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CU,taoyuan-district,Taoyuan,新埔五街(天祥三街-大興西路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CV,taoyuan-district,Taoyuan,三民路橋下(建國路-鐵路局圍牆側),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CW,taoyuan-district,Taoyuan,龍安街(文中路-國強十一街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CX,taoyuan-district,Taoyuan,國際路一段(國際路一段950巷-國際路一段306號),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CY,taoyuan-district,Taoyuan,慈文路(中正路-永安路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1CZ,taoyuan-district,Taoyuan,慈光街(永安路-慈德街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DA,taoyuan-district,Taoyuan,天祥五街(經國路-新埔七街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DB,taoyuan-district,Taoyuan,經國路(經國國中前-經國國中前),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DC,taoyuan-district,Taoyuan,健行路(春日路-大有路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DD,taoyuan-district,Taoyuan,德壽街(漢中路-德壽街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DE,taoyuan-district,Taoyuan,漢中路(德壽街-南豐二街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DF,taoyuan-district,Taoyuan,建國路2(南豐街-南山街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DG,taoyuan-district,Taoyuan,金門二街(延平路-復明四街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DH,taoyuan-district,Taoyuan,昆明路2(延平路-金門二街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DI,taoyuan-district,Taoyuan,吉昌街(中平路-國際路一段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DJ,taoyuan-district,Taoyuan,經國路251巷(同安街-經國路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DK,taoyuan-district,Taoyuan,民生路二(中山東路-慈文路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DL,taoyuan-district,Taoyuan,萬壽路(萬壽路三段-復興路),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DM,taoyuan-district,Taoyuan,桃鶯陸橋下(萬壽路三段-鎮東街),"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DN,taoyuan-district,Taoyuan,鹽庫西街(春日路-鹽庫西街底),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DO,taoyuan-district,Taoyuan,福元街(福元街136巷-福元街88巷),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DP,taoyuan-district,Taoyuan,國豐三街一(龍鳳三街-國強七街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DQ,taoyuan-district,Taoyuan,敬二街(莊敬路二段-敬二街90號),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DR,taoyuan-district,Taoyuan,汴洲公園停車場(大有路-鹽務路),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DS,taoyuan-district,Taoyuan,正光路2(國際路二段-大興西路三段),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DT,taoyuan-district,Taoyuan,泰昌三街(中山路-宏昌十三街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DU,taoyuan-district,Taoyuan,大慶街(龍泉五街-龍泉六街),"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
1DV,taoyuan-district,Taoyuan,復興路(機車)(萬壽路-中山路),"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",false,false,false,APPROVED_SOURCE_TEXT,Approved by project owner after human review; status applied by Codex on 2026-07-17.
